127.0.0.1 - - [29/Apr/2017:14:43:08 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/flexslider.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:08 +0530] "GET /hotel/css/templatemo-style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:09 +0530] "GET /hotel/fonts/glyphicons-halflings-regular.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:09 +0530] "GET /hotel/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:09 +0530] "GET /hotel/css/fonts/flexslider-icon.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/img/banner-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/img/banner-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/img/banner-3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/img/h3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/img/h2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/jquery-1.11.2.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/jquery.flexslider-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:10 +0530] "GET /hotel/js/templatemo-script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/ HTTP/1.1" 200 16478
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/css/font-awesome.min.css HTTP/1.1" 200 26711
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/css/flexslider.css HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1993
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/css/templatemo-style.css HTTP/1.1" 200 21663
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/css/bootstrap.min.css HTTP/1.1" 200 122540
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/js/jquery-1.11.2.min.js HTTP/1.1" 200 95931
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/js/moment.js HTTP/1.1" 200 104409
0:0:0:0:0:0:0:1 - - [29/Apr/2017:14:43:19 +0530] "GET /hotel/js/bootstrap.min.js HTTP/1.1" 200 36868
